,business1,business2,distance,rank,latitude,longitude,latitude_similar,longitude_similar,name,stars,url
5669,LdHt0nc2RJ6BBvR0itYNpg,xBF3jvTc5knr9RvtV4mOWA,0.5266165263893834,28,40.805904600000005,-73.9657394,40.801053,-73.958433,Papa John's Pizza,2.5,http://www.yelp.com/biz/papa-johns-pizza-new-york-3
3600,LdHt0nc2RJ6BBvR0itYNpg,ZiLCt6uZlGY61roYdfeqWA,0.5466895779109208,29,40.805904600000005,-73.9657394,40.7996075,-73.962398,Voza,4.0,http://www.yelp.com/biz/voza-new-york-2
2674,LdHt0nc2RJ6BBvR0itYNpg,PUATlg41Z_bnmOPWcPBt-A,0.5475641447347785,30,40.805904600000005,-73.9657394,40.808153000000004,-73.958395,Terrace In the Sky,3.0,http://www.yelp.com/biz/terrace-in-the-sky-new-york
2323,Lr_x2ey_DQs_8ACS-1t7rA,Lr_x2ey_DQs_8ACS-1t7rA,1.1102230246251563e-16,1,40.806222,-73.9532045,40.806222,-73.9532045,Billie's Black,3.5,http://www.yelp.com/biz/billies-black-new-york
1540,Lr_x2ey_DQs_8ACS-1t7rA,HC9E8-yBfMKkJTTvelRLyw,0.194174410114312,2,40.806222,-73.9532045,40.802300200000005,-73.96458259999999,Concord Garden Restaurant,2.5,http://www.yelp.com/biz/concord-garden-restaurant-new-york
5071,Lr_x2ey_DQs_8ACS-1t7rA,rFscSQwEcsYmQexb1Jqjcw,0.19812781561507986,3,40.806222,-73.9532045,40.80730560000001,-73.9642983,Hooda's Halal Cart,3.5,http://www.yelp.com/biz/hoodas-halal-cart-manhattan
2675,Lr_x2ey_DQs_8ACS-1t7rA,PUATlg41Z_bnmOPWcPBt-A,0.2869760077658381,4,40.806222,-73.9532045,40.808153000000004,-73.958395,Terrace In the Sky,3.0,http://www.yelp.com/biz/terrace-in-the-sky-new-york
1491,Lr_x2ey_DQs_8ACS-1t7rA,GDELvDNJGYooK__jXu6foA,0.297699305796459,5,40.806222,-73.9532045,40.8066782,-73.9537425,Chocolat Lounge,2.5,http://www.yelp.com/biz/chocolat-lounge-new-york
3744,Lr_x2ey_DQs_8ACS-1t7rA,aZzq3M2xwbNHNSQe2AbAOA,0.30894057946746545,6,40.806222,-73.9532045,40.801426299999996,-73.96521779999999,Suma Sushi,3.5,http://www.yelp.com/biz/suma-sushi-new-york-2
1371,Lr_x2ey_DQs_8ACS-1t7rA,FM2VxaMmkRv9emBQRAEKsA,0.31323392020309826,7,40.806222,-73.9532045,40.8119407,-73.9573194,Firehouse Pizza,3.0,http://www.yelp.com/biz/firehouse-pizza-new-york
3010,Lr_x2ey_DQs_8ACS-1t7rA,TWpiHjsd0c9Q9OG9l38SBg,0.3380833026142301,8,40.806222,-73.9532045,40.7996722,-73.9625528,Lura,3.5,http://www.yelp.com/biz/lura-manhattan
2359,Lr_x2ey_DQs_8ACS-1t7rA,LvzfVDlvb9r0fcGXeitVKw,0.3600147106254137,9,40.806222,-73.9532045,40.803468,-73.956475,Cafe 2115,2.5,http://www.yelp.com/biz/cafe-2115-new-york
5724,Lr_x2ey_DQs_8ACS-1t7rA,yA-D2JsM279hh07O47Xf7g,0.38334519117693466,10,40.806222,-73.9532045,40.813783,-73.961526,International House Dining Hall,2.5,http://www.yelp.com/biz/international-house-dining-hall-manhattan
2547,Lr_x2ey_DQs_8ACS-1t7rA,P2g9XTX11wuEqtlLLqWfig,0.3915364907359552,11,40.806222,-73.9532045,40.807381799999995,-73.9644725,Vegenation,3.0,http://www.yelp.com/biz/vegenation-manhattan
2393,Lr_x2ey_DQs_8ACS-1t7rA,NRO1_u7mOE-ffhXE6ShUHw,0.3936335184374196,12,40.806222,-73.9532045,40.8026442,-73.96432890000001,the 'dam,4.5,http://www.yelp.com/biz/the-dam-new-york
5309,Lr_x2ey_DQs_8ACS-1t7rA,uCsyRxfIfiRqQQuK_JlfZA,0.3956984494534863,13,40.806222,-73.9532045,40.804444700000005,-73.955388,Harlem Tavern,3.5,http://www.yelp.com/biz/harlem-tavern-new-york
3921,Lr_x2ey_DQs_8ACS-1t7rA,cRyZA1k3nvqj_0s_kr7HGA,0.3962745649652855,14,40.806222,-73.9532045,40.802701299999995,-73.968078,107 West Restaurant,3.5,http://www.yelp.com/biz/107-west-restaurant-new-york-2
5237,Lr_x2ey_DQs_8ACS-1t7rA,tx-RvyrgducHwWkz_b6Dqg,0.4068664014454327,15,40.806222,-73.9532045,40.8119407,-73.9573194,Slicebun,2.0,http://www.yelp.com/biz/slicebun-manhattan
343,Lr_x2ey_DQs_8ACS-1t7rA,4n4wMkDnDY7cuWOya8UumA,0.4072804115991081,16,40.806222,-73.9532045,40.8117391,-73.95438759999999,Domino's Pizza,2.0,http://www.yelp.com/biz/dominos-pizza-new-york-5
1219,Lr_x2ey_DQs_8ACS-1t7rA,ER0c0-cVKhW2O3sjUQawXg,0.41673543714195216,17,40.806222,-73.9532045,40.8052722,-73.9623564,Artopolis,3.5,http://www.yelp.com/biz/artopolis-new-york
2447,Lr_x2ey_DQs_8ACS-1t7rA,O2jCWIOWb-IhyZGZLTNNoA,0.4205999628485981,18,40.806222,-73.9532045,40.8048124,-73.9549485,Peking Kitchen II,4.0,http://www.yelp.com/biz/peking-kitchen-ii-new-york
5046,Lr_x2ey_DQs_8ACS-1t7rA,qT9P64pYtAEjipB4SXGolA,0.45275851699988107,19,40.806222,-73.9532045,40.8045203,-73.9661507,Tomo Sushi & Sake Bar,3.0,http://www.yelp.com/biz/tomo-sushi-and-sake-bar-new-york
4452,Lr_x2ey_DQs_8ACS-1t7rA,hlkCbViTRlQ5-lx8gopeoA,0.4587820794121647,20,40.806222,-73.9532045,40.809492,-73.95890770000001,Apple Tree Supermarket,3.0,http://www.yelp.com/biz/apple-tree-supermarket-new-york-2
3384,Lr_x2ey_DQs_8ACS-1t7rA,XZFuFuvKgbsY93ZHX7qsWQ,0.4668420285417951,21,40.806222,-73.9532045,40.8145922,-73.9594182,Uni One Gourmet Deli,2.5,http://www.yelp.com/biz/uni-one-gourmet-deli-new-york
5670,Lr_x2ey_DQs_8ACS-1t7rA,xBF3jvTc5knr9RvtV4mOWA,0.4734963400800248,22,40.806222,-73.9532045,40.801053,-73.958433,Papa John's Pizza,2.5,http://www.yelp.com/biz/papa-johns-pizza-new-york-3
675,Lr_x2ey_DQs_8ACS-1t7rA,7pMyF2qq9pqMfzLZEvrohA,0.5012158393215053,23,40.806222,-73.9532045,40.8065347,-73.961271,Hamilton Deli,3.5,http://www.yelp.com/biz/hamilton-deli-new-york
3149,Lr_x2ey_DQs_8ACS-1t7rA,V-rY0hlPjAghV14jOlVUiQ,0.5018903124977556,24,40.806222,-73.9532045,40.8113468,-73.95775350000001,Nikko,3.5,http://www.yelp.com/biz/nikko-manhattan
4865,Lr_x2ey_DQs_8ACS-1t7rA,osuamA7_d3iHOuniXiGu3g,0.5025431929064466,25,40.806222,-73.9532045,40.803548799999994,-73.96368670000001,P & W Sandwich Shop,4.0,http://www.yelp.com/biz/p-and-w-sandwich-shop-new-york
553,Lr_x2ey_DQs_8ACS-1t7rA,6nOxwnuN0ZwLX3h3JYSJnA,0.5036741541964902,26,40.806222,-73.9532045,40.8054224,-73.9654359,Tom's Restaurant,2.5,http://www.yelp.com/biz/toms-restaurant-new-york
830,Lr_x2ey_DQs_8ACS-1t7rA,9aEtX7MDFjEtm5ySOViRUw,0.5039132910892028,27,40.806222,-73.9532045,40.80328,-73.95582399999999,Jado Sushi,4.0,http://www.yelp.com/biz/jado-sushi-new-york
4029,Lr_x2ey_DQs_8ACS-1t7rA,dz1qvyImYe6lG-UEU0VkTQ,0.5097368838725768,28,40.806222,-73.9532045,40.802963500000004,-73.9641726,Bistro Ten 18,3.5,http://www.yelp.com/biz/bistro-ten-18-new-york-city
2184,Lr_x2ey_DQs_8ACS-1t7rA,Ksadbzi6BFnyDH9QM9rWkw,0.5126052496211975,29,40.806222,-73.9532045,40.810105,-73.952139,Chuck E. Cheese's,3.0,http://www.yelp.com/biz/chuck-e-cheeses-new-york
1976,Lr_x2ey_DQs_8ACS-1t7rA,JY576sTpB3ljay2IAajZ2w,0.5182139138666937,30,40.806222,-73.9532045,40.805698,-73.9652725,Milano Market,4.0,http://www.yelp.com/biz/milano-market-new-york
2360,LvzfVDlvb9r0fcGXeitVKw,LvzfVDlvb9r0fcGXeitVKw,2.220446049250313e-16,1,40.803468,-73.956475,40.803468,-73.956475,Cafe 2115,2.5,http://www.yelp.com/biz/cafe-2115-new-york
2676,LvzfVDlvb9r0fcGXeitVKw,PUATlg41Z_bnmOPWcPBt-A,0.1302503221515613,2,40.803468,-73.956475,40.808153000000004,-73.958395,Terrace In the Sky,3.0,http://www.yelp.com/biz/terrace-in-the-sky-new-york
1372,LvzfVDlvb9r0fcGXeitVKw,FM2VxaMmkRv9emBQRAEKsA,0.14487675224850305,3,40.803468,-73.956475,40.8119407,-73.9573194,Firehouse Pizza,3.0,http://www.yelp.com/biz/firehouse-pizza-new-york
4453,LvzfVDlvb9r0fcGXeitVKw,hlkCbViTRlQ5-lx8gopeoA,0.1998054097140961,4,40.803468,-73.956475,40.809492,-73.95890770000001,Apple Tree Supermarket,3.0,http://www.yelp.com/biz/apple-tree-supermarket-new-york-2
2900,LvzfVDlvb9r0fcGXeitVKw,Say8vUn6wmlb-HMHFsK2Wg,0.3199942859739949,5,40.803468,-73.956475,40.799843,-73.96248220000001,Gumbo Cafe,2.5,http://www.yelp.com/biz/gumbo-cafe-new-york
3922,LvzfVDlvb9r0fcGXeitVKw,cRyZA1k3nvqj_0s_kr7HGA,0.3386324528369151,6,40.803468,-73.956475,40.802701299999995,-73.968078,107 West Restaurant,3.5,http://www.yelp.com/biz/107-west-restaurant-new-york-2
5671,LvzfVDlvb9r0fcGXeitVKw,xBF3jvTc5knr9RvtV4mOWA,0.3484296213415829,7,40.803468,-73.956475,40.801053,-73.958433,Papa John's Pizza,2.5,http://www.yelp.com/biz/papa-johns-pizza-new-york-3
2324,LvzfVDlvb9r0fcGXeitVKw,Lr_x2ey_DQs_8ACS-1t7rA,0.3600147106254137,8,40.803468,-73.956475,40.806222,-73.9532045,Billie's Black,3.5,http://www.yelp.com/biz/billies-black-new-york
2517,LvzfVDlvb9r0fcGXeitVKw,OrCXDG0nyWd3mjrodikI8Q,0.3721158740842805,9,40.803468,-73.956475,40.804250399999994,-73.96650770000001,Crystal Gourmet,3.0,http://www.yelp.com/biz/crystal-gourmet-new-york
4866,LvzfVDlvb9r0fcGXeitVKw,osuamA7_d3iHOuniXiGu3g,0.3758112798345613,10,40.803468,-73.956475,40.803548799999994,-73.96368670000001,P & W Sandwich Shop,4.0,http://www.yelp.com/biz/p-and-w-sandwich-shop-new-york
1424,LvzfVDlvb9r0fcGXeitVKw,Ftu5JVoK5JEZAc-YABU0oQ,0.3844413984806713,11,40.803468,-73.956475,40.8098709,-73.95885109999999,Ajanta,2.5,http://www.yelp.com/biz/ajanta-new-york
521,LvzfVDlvb9r0fcGXeitVKw,6ivIw93SATyp6Syc-_k5Eg,0.3938903055576394,12,40.803468,-73.956475,40.802524299999995,-73.9565577,Atomic Wings,2.0,http://www.yelp.com/biz/atomic-wings-new-york-9
4143,LvzfVDlvb9r0fcGXeitVKw,fEzgfxIbWXJYo9ttAYfjPQ,0.3952271815054113,13,40.803468,-73.956475,40.806979,-73.953503,120th Street Halal Cart,3.0,http://www.yelp.com/biz/120th-street-halal-cart-new-york
3011,LvzfVDlvb9r0fcGXeitVKw,TWpiHjsd0c9Q9OG9l38SBg,0.40403755312479694,14,40.803468,-73.956475,40.7996722,-73.9625528,Lura,3.5,http://www.yelp.com/biz/lura-manhattan
5918,LvzfVDlvb9r0fcGXeitVKw,zzh3XNV25Fngor_E72aGWg,0.4130133282646268,15,40.803468,-73.956475,40.808263399999994,-73.9597761,Haakon's Hall,4.0,http://www.yelp.com/biz/haakons-hall-new-york
3962,LvzfVDlvb9r0fcGXeitVKw,cf4ygT87Krgbo9cXvSikVA,0.4253738888215569,16,40.803468,-73.956475,40.8112159,-73.96132370000001,Olive Tree Deli,4.0,http://www.yelp.com/biz/olive-tree-deli-new-york-2
3087,LvzfVDlvb9r0fcGXeitVKw,UWGlfeD5n8GbASXPBztVIQ,0.446265017619067,17,40.803468,-73.956475,40.809915999999994,-73.95844,Cafe Fresh,3.0,http://www.yelp.com/biz/cafe-fresh-new-york
4482,LvzfVDlvb9r0fcGXeitVKw,kTSejIjmKGsK1Erwdser4g,0.4513871616308469,18,40.803468,-73.956475,40.8115136,-73.9612017,Broadway Au Lait,4.0,http://www.yelp.com/biz/broadway-au-lait-manhattan
2929,LvzfVDlvb9r0fcGXeitVKw,SoiQJEuE9biX5cwBvlMVLA,0.4540666594242258,19,40.803468,-73.956475,40.8039075,-73.955551,Salimata Restaurant,4.5,http://www.yelp.com/biz/salimata-restaurant-new-york
831,LvzfVDlvb9r0fcGXeitVKw,9aEtX7MDFjEtm5ySOViRUw,0.4581281682499602,20,40.803468,-73.956475,40.80328,-73.95582399999999,Jado Sushi,4.0,http://www.yelp.com/biz/jado-sushi-new-york
733,LvzfVDlvb9r0fcGXeitVKw,8lLs3dsSN-Am2_EtNfbXqA,0.4611302921180431,21,40.803468,-73.956475,40.8057975769,-73.965675354,Community Food & Juice,3.5,http://www.yelp.com/biz/community-food-and-juice-new-york
4637,LvzfVDlvb9r0fcGXeitVKw,n1C1A6jmHKRjqO0yNRidgA,0.471058302153805,22,40.803468,-73.956475,40.8045774,-73.96651750000001,Jas Mart,3.5,http://www.yelp.com/biz/jas-mart-new-york-2
2745,LvzfVDlvb9r0fcGXeitVKw,QUNchfxuTOOmjAXkHivYdQ,0.4753316898363215,23,40.803468,-73.956475,40.805053799999996,-73.95487879999999,Patisserie Des Ambassades,3.5,http://www.yelp.com/biz/patisserie-des-ambassades-new-york
2394,LvzfVDlvb9r0fcGXeitVKw,NRO1_u7mOE-ffhXE6ShUHw,0.4833745268172946,24,40.803468,-73.956475,40.8026442,-73.96432890000001,the 'dam,4.5,http://www.yelp.com/biz/the-dam-new-york
4768,LvzfVDlvb9r0fcGXeitVKw,n_KosOPSHS81Yq0D6X3peQ,0.4919596433278536,25,40.803468,-73.956475,40.8144715,-73.95950440000001,Falafel On Broadway,4.0,http://www.yelp.com/biz/falafel-on-broadway-manhattan
1977,LvzfVDlvb9r0fcGXeitVKw,JY576sTpB3ljay2IAajZ2w,0.5008240631765191,26,40.803468,-73.956475,40.805698,-73.9652725,Milano Market,4.0,http://www.yelp.com/biz/milano-market-new-york
676,LvzfVDlvb9r0fcGXeitVKw,7pMyF2qq9pqMfzLZEvrohA,0.5069722646348394,27,40.803468,-73.956475,40.8065347,-73.961271,Hamilton Deli,3.5,http://www.yelp.com/biz/hamilton-deli-new-york
762,LvzfVDlvb9r0fcGXeitVKw,8oHCb-XvLpqCQD7En17Fzw,0.5074379025681439,28,40.803468,-73.956475,40.804466399999995,-73.9667378,Chipotle,3.5,http://www.yelp.com/biz/chipotle-new-york-4
3385,LvzfVDlvb9r0fcGXeitVKw,XZFuFuvKgbsY93ZHX7qsWQ,0.5085159186980194,29,40.803468,-73.956475,40.8145922,-73.9594182,Uni One Gourmet Deli,2.5,http://www.yelp.com/biz/uni-one-gourmet-deli-new-york
2225,LvzfVDlvb9r0fcGXeitVKw,L7J7eDgJTIctG8JzvMooMw,0.5412925548689709,30,40.803468,-73.956475,40.805055100000004,-73.9548817,Frizzante,2.5,http://www.yelp.com/biz/frizzante-new-york
2395,NRO1_u7mOE-ffhXE6ShUHw,NRO1_u7mOE-ffhXE6ShUHw,1.1102230246251563e-16,1,40.8026442,-73.96432890000001,40.8026442,-73.96432890000001,the 'dam,4.5,http://www.yelp.com/biz/the-dam-new-york
5155,NRO1_u7mOE-ffhXE6ShUHw,sqPb2P93GGE1IHEdASLXvw,0.08581411445684163,2,40.8026442,-73.96432890000001,40.8034374,-73.96373879999999,Bengal Cafe,3.0,http://www.yelp.com/biz/bengal-cafe-new-york
677,NRO1_u7mOE-ffhXE6ShUHw,7pMyF2qq9pqMfzLZEvrohA,0.10080493147167313,3,40.8026442,-73.96432890000001,40.8065347,-73.961271,Hamilton Deli,3.5,http://www.yelp.com/biz/hamilton-deli-new-york
3923,NRO1_u7mOE-ffhXE6ShUHw,cRyZA1k3nvqj_0s_kr7HGA,0.1662389344300984,4,40.8026442,-73.96432890000001,40.802701299999995,-73.968078,107 West Restaurant,3.5,http://www.yelp.com/biz/107-west-restaurant-new-york-2
4867,NRO1_u7mOE-ffhXE6ShUHw,osuamA7_d3iHOuniXiGu3g,0.17842239703964524,5,40.8026442,-73.96432890000001,40.803548799999994,-73.96368670000001,P & W Sandwich Shop,4.0,http://www.yelp.com/biz/p-and-w-sandwich-shop-new-york
2930,NRO1_u7mOE-ffhXE6ShUHw,SoiQJEuE9biX5cwBvlMVLA,0.18038757197618072,6,40.8026442,-73.96432890000001,40.8039075,-73.955551,Salimata Restaurant,4.5,http://www.yelp.com/biz/salimata-restaurant-new-york
3150,NRO1_u7mOE-ffhXE6ShUHw,V-rY0hlPjAghV14jOlVUiQ,0.2245932435154614,7,40.8026442,-73.96432890000001,40.8113468,-73.95775350000001,Nikko,3.5,http://www.yelp.com/biz/nikko-manhattan
5580,NRO1_u7mOE-ffhXE6ShUHw,wvl4-g3MGtDICRzA0UHPLA,0.25494497351769385,8,40.8026442,-73.96432890000001,40.8141019,-73.95977740000001,Blue Angel,4.5,http://www.yelp.com/biz/blue-angel-new-york-city
1916,NRO1_u7mOE-ffhXE6ShUHw,JCPykGY64Ok0MXo1T_35Cw,0.26410551093124224,9,40.8026442,-73.96432890000001,40.8047065,-73.95513259999998,Mama's Fried Chicken,3.0,http://www.yelp.com/biz/mamas-fried-chicken-new-york-2
3275,NRO1_u7mOE-ffhXE6ShUHw,WcjveH0MyzqQC8lgKviSFQ,0.29399908044487344,10,40.8026442,-73.96432890000001,40.800358200000005,-73.9618507,La Belle,4.5,http://www.yelp.com/biz/la-belle-new-york
1162,NRO1_u7mOE-ffhXE6ShUHw,DgHEzcSBotbfxW-IJPAMuQ,0.3001038515226297,11,40.8026442,-73.96432890000001,40.805995,-73.96561870000001,Mill Korean,3.0,http://www.yelp.com/biz/mill-korean-new-york
2185,NRO1_u7mOE-ffhXE6ShUHw,Ksadbzi6BFnyDH9QM9rWkw,0.30298172437821136,12,40.8026442,-73.96432890000001,40.810105,-73.952139,Chuck E. Cheese's,3.0,http://www.yelp.com/biz/chuck-e-cheeses-new-york
4638,NRO1_u7mOE-ffhXE6ShUHw,n1C1A6jmHKRjqO0yNRidgA,0.3240620267990836,13,40.8026442,-73.96432890000001,40.8045774,-73.96651750000001,Jas Mart,3.5,http://www.yelp.com/biz/jas-mart-new-york-2
5310,NRO1_u7mOE-ffhXE6ShUHw,uCsyRxfIfiRqQQuK_JlfZA,0.327884073883122,14,40.8026442,-73.96432890000001,40.804444700000005,-73.955388,Harlem Tavern,3.5,http://www.yelp.com/biz/harlem-tavern-new-york
97,NRO1_u7mOE-ffhXE6ShUHw,02goPV7NW1StFyas5PVSeg,0.340104539841675,15,40.8026442,-73.96432890000001,40.801515,-73.964551,New Young Fish,3.5,http://www.yelp.com/biz/new-young-fish-new-york
4608,NRO1_u7mOE-ffhXE6ShUHw,mqccXvBQsRFgB3YsgIWl5A,0.3853792725640717,16,40.8026442,-73.96432890000001,40.8148505,-73.9590975,Tom's Delicious Pizza,3.5,http://www.yelp.com/biz/toms-delicious-pizza-new-york
2226,NRO1_u7mOE-ffhXE6ShUHw,L7J7eDgJTIctG8JzvMooMw,0.3896413353555621,17,40.8026442,-73.96432890000001,40.805055100000004,-73.9548817,Frizzante,2.5,http://www.yelp.com/biz/frizzante-new-york
2325,NRO1_u7mOE-ffhXE6ShUHw,Lr_x2ey_DQs_8ACS-1t7rA,0.3936335184374196,18,40.8026442,-73.96432890000001,40.806222,-73.9532045,Billie's Black,3.5,http://www.yelp.com/biz/billies-black-new-york
1373,NRO1_u7mOE-ffhXE6ShUHw,FM2VxaMmkRv9emBQRAEKsA,0.3957405851731982,19,40.8026442,-73.96432890000001,40.8119407,-73.9573194,Firehouse Pizza,3.0,http://www.yelp.com/biz/firehouse-pizza-new-york
859,NRO1_u7mOE-ffhXE6ShUHw,A46G2OAvLxFswiONB50Rrg,0.3961287334198145,20,40.8026442,-73.96432890000001,40.804419,-73.96605500000001,Koronet Pizza,3.5,http://www.yelp.com/biz/koronet-pizza-new-york
1492,NRO1_u7mOE-ffhXE6ShUHw,GDELvDNJGYooK__jXu6foA,0.4017290564521593,21,40.8026442,-73.96432890000001,40.8066782,-73.9537425,Chocolat Lounge,2.5,http://www.yelp.com/biz/chocolat-lounge-new-york
584,NRO1_u7mOE-ffhXE6ShUHw,75Q-TMhx81R1yfXSGaMcTQ,0.4245440324044978,22,40.8026442,-73.96432890000001,40.806058,-73.9563392,PerryBrook Foods,5.0,http://www.yelp.com/biz/perrybrook-foods-manhattan
2518,NRO1_u7mOE-ffhXE6ShUHw,OrCXDG0nyWd3mjrodikI8Q,0.4393732923834901,23,40.8026442,-73.96432890000001,40.804250399999994,-73.96650770000001,Crystal Gourmet,3.0,http://www.yelp.com/biz/crystal-gourmet-new-york
2361,NRO1_u7mOE-ffhXE6ShUHw,LvzfVDlvb9r0fcGXeitVKw,0.4833745268172946,24,40.8026442,-73.96432890000001,40.803468,-73.956475,Cafe 2115,2.5,http://www.yelp.com/biz/cafe-2115-new-york
3745,NRO1_u7mOE-ffhXE6ShUHw,aZzq3M2xwbNHNSQe2AbAOA,0.4948716171117182,25,40.8026442,-73.96432890000001,40.801426299999996,-73.96521779999999,Suma Sushi,3.5,http://www.yelp.com/biz/suma-sushi-new-york-2
1703,NRO1_u7mOE-ffhXE6ShUHw,IRQmUno4GQMvEDifCXO-cw,0.5111656098882513,26,40.8026442,-73.96432890000001,40.8139944,-73.95970729999999,China Place,2.0,http://www.yelp.com/biz/china-place-new-york
5919,NRO1_u7mOE-ffhXE6ShUHw,zzh3XNV25Fngor_E72aGWg,0.5203466391427067,27,40.8026442,-73.96432890000001,40.808263399999994,-73.9597761,Haakon's Hall,4.0,http://www.yelp.com/biz/haakons-hall-new-york
3337,NRO1_u7mOE-ffhXE6ShUHw,XCzjwOmvy_QROtczP8YlCA,0.5205385999104191,28,40.8026442,-73.96432890000001,40.8013336,-73.9648744,Domino's Pizza,3.0,http://www.yelp.com/biz/dominos-pizza-new-york-21
2677,NRO1_u7mOE-ffhXE6ShUHw,PUATlg41Z_bnmOPWcPBt-A,0.5222354539999908,29,40.8026442,-73.96432890000001,40.808153000000004,-73.958395,Terrace In the Sky,3.0,http://www.yelp.com/biz/terrace-in-the-sky-new-york
5047,NRO1_u7mOE-ffhXE6ShUHw,qT9P64pYtAEjipB4SXGolA,0.5248188263770455,30,40.8026442,-73.96432890000001,40.8045203,-73.9661507,Tomo Sushi & Sake Bar,3.0,http://www.yelp.com/biz/tomo-sushi-and-sake-bar-new-york
2426,NRQbIOVnEnsJ8t2xg7W_zg,NRQbIOVnEnsJ8t2xg7W_zg,-2.220446049250313e-16,1,40.8045743,-73.9662755,40.8045743,-73.9662755,Mel's Burger Bar,3.0,http://www.yelp.com/biz/mels-burger-bar-new-york
4169,NRQbIOVnEnsJ8t2xg7W_zg,fFsEJQB2HhpfXV48ioxzXw,0.2591655398650488,2,40.8045743,-73.9662755,40.8029602,-73.9562943,Society Coffee,3.5,http://www.yelp.com/biz/society-coffee-new-york-2
2294,NRQbIOVnEnsJ8t2xg7W_zg,LdHt0nc2RJ6BBvR0itYNpg,0.29584207664134043,3,40.8045743,-73.9662755,40.805904600000005,-73.9657394,Nacho's Kitchen,2.0,http://www.yelp.com/biz/nachos-kitchen-new-york
1887,NRQbIOVnEnsJ8t2xg7W_zg,J9xVQScnr0lYWl61_mLXMA,0.2975130007098078,4,40.8045743,-73.9662755,40.805055100000004,-73.9548817,Lido,4.0,http://www.yelp.com/biz/lido-manhattan
5556,NRQbIOVnEnsJ8t2xg7W_zg,wZkZmjZEJDraLJgAalnHvA,0.31557091495320444,5,40.8045743,-73.9662755,40.8141216,-73.9603025,Pisticci,4.0,http://www.yelp.com/biz/pisticci-new-york
3048,NRQbIOVnEnsJ8t2xg7W_zg,TwwaezIakfJLmMvw9ChM_A,0.3705068404900804,6,40.8045743,-73.9662755,40.814232000000004,-73.959849,Stop 125,3.0,http://www.yelp.com/biz/stop-125-new-york
1220,NRQbIOVnEnsJ8t2xg7W_zg,ER0c0-cVKhW2O3sjUQawXg,0.3733587139847927,7,40.8045743,-73.9662755,40.8052722,-73.9623564,Artopolis,3.5,http://www.yelp.com/biz/artopolis-new-york
2154,NRQbIOVnEnsJ8t2xg7W_zg,KjFr-ZMtvlgf4l6NbPtCBQ,0.38128606810481536,8,40.8045743,-73.9662755,40.8119407,-73.9573194,Family Affair,4.0,http://www.yelp.com/biz/family-affair-manhattan
4112,NRQbIOVnEnsJ8t2xg7W_zg,ezgJKW02TGymRkmLb8zzwQ,0.4301280155543966,9,40.8045743,-73.9662755,40.8032691,-73.9664335,Saji Japan Food Enterprises,3.5,http://www.yelp.com/biz/saji-japan-food-enterprises-new-york
67,NRQbIOVnEnsJ8t2xg7W_zg,-JuT_VuVL0OfoY3ccYGy4w,0.4471678504657964,10,40.8045743,-73.9662755,40.8032847,-73.96744790000001,La Rosita,3.5,http://www.yelp.com/biz/la-rosita-new-york-3
4061,NRQbIOVnEnsJ8t2xg7W_zg,eCAOhaI3cKSIQUvDWd6MGQ,0.4576898913608353,11,40.8045743,-73.9662755,40.80044229999999,-73.9619896,Zanny's Cafe,3.5,http://www.yelp.com/biz/zannys-cafe-new-york
5892,NRQbIOVnEnsJ8t2xg7W_zg,yw2yc4OlDDf-5g9DcUtpuw,0.4646909314888546,12,40.8045743,-73.9662755,40.809566499999995,-73.95925890000001,Grace Dodge Cafe,3.0,http://www.yelp.com/biz/grace-dodge-cafe-new-york
1493,NRQbIOVnEnsJ8t2xg7W_zg,GDELvDNJGYooK__jXu6foA,0.4715788107592642,13,40.8045743,-73.9662755,40.8066782,-73.9537425,Chocolat Lounge,2.5,http://www.yelp.com/biz/chocolat-lounge-new-york
1344,NRQbIOVnEnsJ8t2xg7W_zg,F6ReGpF94EKWzh6dSRVIrQ,0.4732284097469318,14,40.8045743,-73.9662755,40.80489179999999,-73.96631740000001,Famous Famiglia,3.0,http://www.yelp.com/biz/famous-famiglia-new-york-2
3684,NRQbIOVnEnsJ8t2xg7W_zg,_Dc5E16rCL16j2xsUHw18Q,0.4732792564100815,15,40.8045743,-73.9662755,40.8026442,-73.96432890000001,Sip,3.0,http://www.yelp.com/biz/sip-new-york
5072,NRQbIOVnEnsJ8t2xg7W_zg,rFscSQwEcsYmQexb1Jqjcw,0.48516851928881305,16,40.8045743,-73.9662755,40.80730560000001,-73.9642983,Hooda's Halal Cart,3.5,http://www.yelp.com/biz/hoodas-halal-cart-manhattan
1089,NRQbIOVnEnsJ8t2xg7W_zg,DGPkpfu9hm-ETpU6jL-ujQ,0.5161002117269979,17,40.8045743,-73.9662755,40.811452,-73.953343,La Posada,3.5,http://www.yelp.com/biz/la-posada-new-york-2
1600,NRQbIOVnEnsJ8t2xg7W_zg,HmXS5HN-E-DVMEY0mwjelg,0.5269718472925622,18,40.8045743,-73.9662755,40.80058629999999,-73.96560229999999,Mama's Pizzeria,4.0,http://www.yelp.com/biz/mamas-pizzeria-new-york
916,NRQbIOVnEnsJ8t2xg7W_zg,BQcgpQxUM39PMO_YDl_CqA,0.5411939303490322,19,40.8045743,-73.9662755,40.800871,-73.961259,Freda's Caribbean & Soul Cuisine,4.0,http://www.yelp.com/biz/fredas-caribbean-and-soul-cuisine-new-york
